"screen_name","text","stripped_text1"
"CdeSmallMouse","UNVACCINATED DOES NOT EQUAL ANTI-VACCINE YOU ABLEST WALNUTS.","unvaccinated does not equal antivaccine you ablest walnuts"
"Theonew16516042","@Captain77th @bread_baking @MDJO Brought it's self to an obvious pro vaccine thread, with the thought it could educate us... despite being told to do one, as some of us know an lot more about ADE than them, and yet the silly sod is still here rabbiting on? I just don't get these needy anti vaxxers","   brought it self to an obvious pro vaccine thread with the thought it could educate us despite being told to do one as some of us know an lot more about ade than them and yet the silly sod is still here rabbiting on i just dont get these needy anti vaxxers"
"Roseberrymay","@AnnieGardener3 @Captainturtle Yeah, most people I know did their Christmas shopping early before we opened up, went for a last drink/meal and plan to stick close to home for the next few weeks. Work, groceries and home. Anti vaxers are pretending it the vaccine mandates, but itâ€™s locals staying home.","  yeah most people i know did their christmas shopping early before we opened up went for a last drinkmeal and plan to stick close to home for the next few weeks work groceries and home anti vaxers are pretending it the vaccine mandates but itâ€™s locals staying home"
"aeo324_Mpls","@barbarashowell @KylaInTheBurgh Define safe? Safe for who? A healthy 5 year old that has a greater risk of complications from a vaccine than getting covid? A healthy 30 year old that has already had covid and has a higher risk from vaccine complications? A fat 65 year old thatâ€™s had covid and monoclonal antiâ€™s?","  define safe safe for who a healthy  year old that has a greater risk of complications from a vaccine than getting covid a healthy  year old that has already had covid and has a higher risk from vaccine complications a fat  year old thatâ€™s had covid and monoclonal antiâ€™s"
"stephiekeachie","@simondnoble @AlistairHaimes @zclewshypno @tan123 If a more traditional vaccine is available and has good safety data which @valnevaSE appears to have then yes Iâ€™d be happy for her to have a traditional vaccine.  Iâ€™m not anti vax she is due to have a tetanus and meningitis jab shortly.  But she wonâ€™t be having an mRNA jab.","    if a more traditional vaccine is available and has good safety data which  appears to have then yes iâ€™d be happy for her to have a traditional vaccine  iâ€™m not anti vax she is due to have a tetanus and meningitis jab shortly  but she wonâ€™t be having an mrna jab"
"Rojodi","@Spicy_Heathen St. Luke was a healer/physician, but the whining anti-vaccine Christians forget about that!"," st luke was a healerphysician but the whining antivaccine christians forget about that"
"JPCTumblr","Former Alaska Governor and 2008 GOP VP nominee Sarah Palin spoke at the far-right TPUSA AmericaFest event yesterday to spew her anti-COVID vaccine agenda. 

https://t.co/rY8zSOthcy
https://t.co/hpqCeUYy1A","former alaska governor and  gop vp nominee sarah palin spoke at the farright tpusa americafest event yesterday to spew her anticovid vaccine agenda "
"HostileUX","Saw an anti-vaxx rally in Sweden day before yesterday. So many people! Did you know that vaccination = dictatorship, that ""natural immunities"" work better than any vaccine, and that it's a human right to attend any football game you want to without covid passports.","saw an antivaxx rally in sweden day before yesterday so many people did you know that vaccination  dictatorship that natural immunities work better than any vaccine and that it a human right to attend any football game you want to without covid passports"
"JGibsonDem","and falsely asserted that there are more Americans who believer her loony assertions, when in fact the majority of Americans oppose her anti-COVID vaccine extremist stances. 

https://t.co/pwIRegbn5Z","and falsely asserted that there are more americans who believer her loony assertions when in fact the majority of americans oppose her anticovid vaccine extremist stances "
"notconcon","@DonnaLynnNH Weâ€™ve never lived in a â€œfree countryâ€ lmfao. Thereâ€™s always been a bureaucratic body governing us and always will. How about instead of being anti-vaccine for whatever stupid reason you maybe stop being a child get a shot and go back to work lol. Straight grifter"," weâ€™ve never lived in a â€œfree countryâ€ lmfao thereâ€™s always been a bureaucratic body governing us and always will how about instead of being antivaccine for whatever stupid reason you maybe stop being a child get a shot and go back to work lol straight grifter"
"notconcon","@wonderwox @JonMunitz @SCMPNews Itâ€™s a fucking shot who actually cares, if you have the flu vaccine then this one is nothing it legit saves lives just compare death rates of those with and without. So many other issues you could be championing but anti-vaccine is just stupid and a waste","   itâ€™s a fucking shot who actually cares if you have the flu vaccine then this one is nothing it legit saves lives just compare death rates of those with and without so many other issues you could be championing but antivaccine is just stupid and a waste"
"jonard_stanley","Finally i have got my first jab of moderna vaccine <U+270D><U+FE0F> go And get vaccinated gwe anti vaccine","finally i have got my first jab of moderna vaccine udufef go and get vaccinated gwe anti vaccine"
"tonywestonuk","I am not an anti-vaxer.  I am double vaccinated (with Pfizer), and going for my booster soon.

But disinformation for the vaccine, is just as bad a against since people will loose faith in facts if people do not tell the truth. Which leads to less getting vaccinate, paradoxically","i am not an antivaxer  i am double vaccinated with pfizer and going for my booster soonbut disinformation for the vaccine is just as bad a against since people will loose faith in facts if people do not tell the truth which leads to less getting vaccinate paradoxically"
"benmcfc","Anti vaxxers block booking vaccination slots should be locked up and fined heavily. It's one thing to claim it's your personal choice to not take the vaccine but to actively prevent others making their choice is hypocritical and dangerous.","anti vaxxers block booking vaccination slots should be locked up and fined heavily it one thing to claim it your personal choice to not take the vaccine but to actively prevent others making their choice is hypocritical and dangerous"
"makalu800","Interesting, disturbing findings in this paper; of particular relevance, ""Comparison of...antibody levels immediately before and 21 days after the vaccine booster did not show a significant change in the production of anti-spike antibodies (171 vs.147 binding antibody units/ml)."" https://t.co/wnPT8t1C2I","interesting disturbing findings in this paper of particular relevance comparison ofantibody levels immediately before and  days after the vaccine booster did not show a significant change in the production of antispike antibodies  vs binding antibody unitsml "
"ChaseClark2260","@maxtmcc Still not as threatening as when Duterte threatened to personally administer the vaccine rectally to anti-vaxxers https://t.co/MzJw70hgRW"," still not as threatening as when duterte threatened to personally administer the vaccine rectally to antivaxxers "
"rebels2008","@DamonLinker @HotlineJosh You should know that vaccines very often only provide limited protection when there is little or no herd immunity. This is why anti-vaxxers, who are mostly on the right, should be opposed at all costs. And why vaccine mandates should be no brainers and totally uncontroversial.","  you should know that vaccines very often only provide limited protection when there is little or no herd immunity this is why antivaxxers who are mostly on the right should be opposed at all costs and why vaccine mandates should be no brainers and totally uncontroversial"
"thehandyland","@LeonLush If Chris Sky could express his convictions in a manner that didn't expose him as an arrogant, paranoid, unstable prick, that would be a help to his message. Even if some did end up being partially right for the wrong reasons. https://t.co/Ar2L9j2OqG"," if chris sky could express his convictions in a manner that didnt expose him as an arrogant paranoid unstable prick that would be a help to his message even if some did end up being partially right for the wrong reasons "
"boppysarah","I donâ€™t post about vaccines or whatever 
Buttttt

I know more people that have contracted a rare disease or syndromes after having the vaccine than I do know of people that have ever had covid. 

Iâ€™m not anti vax 
Iâ€™m just scared","i donâ€™t post about vaccines or whatever buttttti know more people that have contracted a rare disease or syndromes after having the vaccine than i do know of people that have ever had covid iâ€™m not anti vax iâ€™m just scared"
"AkanyangM","Anti-vaxxers WONâ€™T tell you that Consolidated Guidelines on COVID-19 in the workplace LEGALLY &amp; CONSTITUTIONALLY allows employers (after certain steps) to decide to whom â€˜mandatory vaccineâ€™ would apply. Instead of challenging the guidelines in court, they come camp on Twitter.","antivaxxers wonâ€™t tell you that consolidated guidelines on covid in the workplace legally  constitutionally allows employers after certain steps to decide to whom â€˜mandatory vaccineâ€™ would apply instead of challenging the guidelines in court they come camp on twitter"
"crawlrath","@JoshuaPotash Given that the left has also decided that vaccine mandates are anti-worker, what exactly is the proposed alternative? Lockdowns that only responsibly vaccinated people will follow? Absolutely useless."," given that the left has also decided that vaccine mandates are antiworker what exactly is the proposed alternative lockdowns that only responsibly vaccinated people will follow absolutely useless"
"ThaDeeger","@numberxlv @jessellsworth @Baxter @wojespn So youre saying ppl had more sense back then that these other deadly diseases went away as quick as they came because everyone took a vaccine? Well surely the ppl you call anti vaxxers must have taken it back then. Which doesn't necessarily make ppl refusing this jab anti vax","    so youre saying ppl had more sense back then that these other deadly diseases went away as quick as they came because everyone took a vaccine well surely the ppl you call anti vaxxers must have taken it back then which doesnt necessarily make ppl refusing this jab anti vax"
"ThaDeeger","@numberxlv @jessellsworth @Baxter @wojespn I didn't, but not because it was anti vaxx. I was much younger for some and don't recall vaccine mandates for any of them and if their was it was not to the extent of being able to eat at restaurants.","    i didnt but not because it was anti vaxx i was much younger for some and dont recall vaccine mandates for any of them and if their was it was not to the extent of being able to eat at restaurants"
"JoeSmit05465144","The ABC just donâ€™t get it! <U+0001F61E>

Experts unpick symbols and slogans at anti-COVID vaccination mandate protest in Perth https://t.co/rGcT4BiyXW","the abc just donâ€™t get it ufeexperts unpick symbols and slogans at anticovid vaccination mandate protest in perth "
"Skogrheim","@sammajammaz Sounds like all the more reason that the 30% of adults just refusing the vaccine for no real reason should actually get it.

You know, the actual group that we're talking about when we use the phrase ""anti-vaxxer""."," sounds like all the more reason that the  of adults just refusing the vaccine for no real reason should actually get ityou know the actual group that were talking about when we use the phrase antivaxxer"
"WinterFloof","@lilian_orchard A vaccine racoon being an anti-vaxxer boogieman is the funniest thing I've heard all week."," a vaccine racoon being an antivaxxer boogieman is the funniest thing ive heard all week"
"EdB_Ohio","@usugoalie13 @Bud_Light309 @richawaters @GarysheffieldJr Once more, with feeling: The vaccinated person picked up a vaccine resistant strain that was cooked up in an unvaccinated body among South African Anti-vaxxers.","    once more with feeling the vaccinated person picked up a vaccine resistant strain that was cooked up in an unvaccinated body among south african antivaxxers"
"EdB_Ohio","@usugoalie13 @Bud_Light309 @richawaters @GarysheffieldJr Yes, a vaccinated person who picked up a vaccine resistant strain from an Anti-vaxxer in South Africa.","    yes a vaccinated person who picked up a vaccine resistant strain from an antivaxxer in south africa"
"blondeinktweets","Plenty of people have concerns &amp; gladly discuss the possible side effects of vaccines. Others try &amp; tell people they shouldn't get the vaccine &amp; resort to ridiculing those who do, labeling them sheep or idiots or worse. Thats the difference in who I've seen labelled 'anti' #gmb https://t.co/9gKlGgewT7","plenty of people have concerns  gladly discuss the possible side effects of vaccines others try  tell people they shouldnt get the vaccine  resort to ridiculing those who do labeling them sheep or idiots or worse thats the difference in who ive seen labelled anti gmb "
"boblister_poole","'Idiots!' Ryanair boss calls for anti-vaxxers to be banned from flights amid Omicron spike. For Once I Agree With Oâ€™Leary!https://t.co/PJtlR6F5hP","idiots ryanair boss calls for antivaxxers to be banned from flights amid omicron spike for once i agree with oâ€™leary"
"JaniceGaches","#GMB Probably because not wanting a vaccine makes you anti vaccine you are either For or Against something Anti or Pro <U+0001F937><U+200D><U+2640><U+FE0F>Itâ€™s fair to say everyone is aware which <U+0001F489> they donâ€™t want. https://t.co/BGrKc9Ru8j","gmb probably because not wanting a vaccine makes you anti vaccine you are either for or against something anti or pro ufuduufefitâ€™s fair to say everyone is aware which uf they donâ€™t want "
"jerseyruddy","Well done Gsy for doing this. Whether you believe in the vaccine or not everyone should be given the opportunity to have one. Pls no anti vax comments this is fundraising not political. Consider supporting either Â£ or <U+0001F3C3><U+200D><U+2640><U+FE0F> with me? 15 weeks couch to half

https://t.co/WQ6vOyrKH7","well done gsy for doing this whether you believe in the vaccine or not everyone should be given the opportunity to have one pls no anti vax comments this is fundraising not political consider supporting either â or ufcuduufef with me  weeks couch to half"
"MichaelKivinen","Anti-Vac Gear Anti-Contact with Vaccinated Mutation Disease Mass Carriers required to stay safe when the population drops will be needed to replace the dead &amp; dying from Government vaccine mandates for the UN depopulation agenda for 2021 to 2030 gloves &amp; face mask, not inc https://t.co/XqVCVDiGEI","antivac gear anticontact with vaccinated mutation disease mass carriers required to stay safe when the population drops will be needed to replace the dead  dying from government vaccine mandates for the un depopulation agenda for  to  gloves  face mask not inc "
"davekiwi","@cogdevelopments @DrEricDing As a sometime National but currently Labour supporter, I agree with this. The stuff that comes out of Chris Bishopâ€™s mouth is sometimes just like an anti-vaccine.","  as a sometime national but currently labour supporter i agree with this the stuff that comes out of chris bishopâ€™s mouth is sometimes just like an antivaccine"
"nodicenodice","@fOrGiVeNcHy I'm not even an anti vaccine person but since the Phizer covid shot I've had chronic sinus and muscle pain. so I'm not getting the booster"," im not even an anti vaccine person but since the phizer covid shot ive had chronic sinus and muscle pain so im not getting the booster"
"aburnsmoves","90% of hospital deaths were among the unvaccinated or partially vaccinated

Jesus the anti vaxxers are getting absolutely walloped 

https://t.co/UzwZuwrSlb

#covid19 #vaccine #omicron #nphet"," of hospital deaths were among the unvaccinated or partially vaccinatedjesus the anti vaxxers are getting absolutely walloped covid vaccine omicron nphet"
"serindea","Ive seen no adverse reactions from covid in my friends and relatives. Ive seen 2 adverse reactions to the vaccine. Why not discuss this to give a more balanced view of why people are really scared, instead of just labelling them anti vaxxers? <U+0001F937><U+0001F3FC><U+200D><U+2640><U+FE0F>#gmb","ive seen no adverse reactions from covid in my friends and relatives ive seen  adverse reactions to the vaccine why not discuss this to give a more balanced view of why people are really scared instead of just labelling them anti vaxxers ufuffcuduufefgmb"
"oliverspeaksup","@joncoopertweets <U+0001F4AF> it does.
It usually means they are anti vaccine, anti mask, and they believe Fox, News Max, and OAN are real news. And this is a good indication we have absolutely nothing in common so why be involved in a toxic relationship?"," ufaf it doesit usually means they are anti vaccine anti mask and they believe fox news max and oan are real news and this is a good indication we have absolutely nothing in common so why be involved in a toxic relationship"
"sgowsmith1988","""Eric Clapton has announced the imminent release of a new single titled â€˜Heart Of A Childâ€™, which he co-wrote with fellow vaccine skeptic Robin Monotti.""

Thanks I already hate it 

An alternate title ""Heart of an anti-vaxxer"" https://t.co/46T87LRriC","eric clapton has announced the imminent release of a new single titled â€˜heart of a childâ€™ which he cowrote with fellow vaccine skeptic robin monottithanks i already hate it an alternate title heart of an antivaxxer "
"cheensters","@RawStory Translation: Sheâ€™s vaccinated but jumping on the anti-vaccine bandwagon to try to stay relevant."," translation sheâ€™s vaccinated but jumping on the antivaccine bandwagon to try to stay relevant"
"LonesSmith","@spencertmac @DrJBhattacharya Do you agree with speed limits?

Vaccine mandates for MMR? Other childhood vaccine mandates? 

Legit question: How much polio would we have around if modern anti vax were mainstream then?

Here is what y'all would have pushed in the 50s https://t.co/A4viIErh7j","  do you agree with speed limitsvaccine mandates for mmr other childhood vaccine mandates legit question how much polio would we have around if modern anti vax were mainstream thenhere is what yall would have pushed in the s "
"DeeNoOne2U","My father almost died from #COVID19 in January, from the initial vaccine &amp; from the #Booster last weekend. This isn't argument. This is fact. Not anti-anything. But this can't continue.  The next thing might kill him. #family","my father almost died from covid in january from the initial vaccine  from the booster last weekend this isnt argument this is fact not antianything but this cant continue  the next thing might kill him family"
"LorriStevenson","@WhereLibertyD @JTrott @kgriffin33 @tedcruz <U+0001F446>Claims to be pro-life while repeatedly retweeting anti-vaccine BS. Anyone know someone who caught a deadly disease, put on a ventilator, and died? I do.","    ufclaims to be prolife while repeatedly retweeting antivaccine bs anyone know someone who caught a deadly disease put on a ventilator and died i do"
"Duncan_Bell","Can someone point me to a principled anti-vaxer on the right who says ""I refuse to take the vaccine, my body, my decision. However - as with the safety on my concealed carry - I'll gladly wear a mask in public to protect my follow Americans from injury or death.""","can someone point me to a principled antivaxer on the right who says i refuse to take the vaccine my body my decision however  as with the safety on my concealed carry  ill gladly wear a mask in public to protect my follow americans from injury or death"
"ZinahSkimpy","@The_Coronalyst The reason I don't like the idea that only experts can talk is because of the politics involved. All these experts have a political orientation which is a great motivator for pro or anti-vaccine. I don't think this is a neutral medical debate."," the reason i dont like the idea that only experts can talk is because of the politics involved all these experts have a political orientation which is a great motivator for pro or antivaccine i dont think this is a neutral medical debate"
"tkf99","@devorahector @RealCandaceO So if it doesn't prevent you from getting Covid, then why are there vaccine mandates? And don't tell me that it's only to lessen hospitalizations. Shouldn't natural immunity also be taken into account? FYI, I'm vaxx'd so no, I'm not ""anti"" mask/vax.","  so if it doesnt prevent you from getting covid then why are there vaccine mandates and dont tell me that it only to lessen hospitalizations shouldnt natural immunity also be taken into account fyi im vaxxd so no im not anti maskvax"
"JeffBlakley2","@LegoLas44941816 According the dictionary definition (recently changed this year), you would be an 'anti-vaxxer' if you oppose a vaccine mandate. It's hard not to be a conspiracy theorist when they change word definitions to suit the narrative. https://t.co/K74zymGGg9"," according the dictionary definition recently changed this year you would be an antivaxxer if you oppose a vaccine mandate it hard not to be a conspiracy theorist when they change word definitions to suit the narrative "
"TheBiOnStandbi","I feel like a lot if ppl think unvaccinated = anti-vaxxxers, not realising that children under 5, and ppl who are still waiting to get a vaccine are also ""unvaccinated"" https://t.co/XhIxswrsx7","i feel like a lot if ppl think unvaccinated  antivaxxxers not realising that children under  and ppl who are still waiting to get a vaccine are also unvaccinated "
"jfiose44","https://t.co/NrI7Rm5lbD YouTube purges anti-vaccine misinformation and provokes ire of Russia https://t.co/sD3VP5Ue1J"," youtube purges antivaccine misinformation and provokes ire of russia "
"brandon1810","With the amount of anti vaxx nurses about, I am 100% sure there is a service where people getting fake cards and probably even having vaccine disposed of so itâ€™d match https://t.co/tZHHoW7z8p","with the amount of anti vaxx nurses about i am  sure there is a service where people getting fake cards and probably even having vaccine disposed of so itâ€™d match "
"queerslob","@WesChapmanIII @prettycritical no. itâ€™s not. The message is â€œour only plan is making the vaccine available. If youâ€™re not vaccinated, you are screwed.â€ But, see, the virus does not care WHY you are unvaccinated. So, even if you think itâ€™s fine to let anti-vaxxers rot (not even going to get into THAT argument)","  no itâ€™s not the message is â€œour only plan is making the vaccine available if youâ€™re not vaccinated you are screwedâ€ but see the virus does not care why you are unvaccinated so even if you think itâ€™s fine to let antivaxxers rot not even going to get into that argument"
"joanne19735","@TheDoor63748220 @MickJHansford @DailyMailUK We will see, the next few weeks will show the anti vaxxers they probably shouldâ€™ve taken the vaccine.","   we will see the next few weeks will show the anti vaxxers they probably shouldâ€™ve taken the vaccine"
"KemtrupTweets","@Clarissablog1 Ugh.

Would you get a yearly flu vaccine if you worked with kids/elderly? Iâ€™m not gonna debate you on this. Will block anyone spreading anti-vaxx tropes. Just food for thought for you."," ughwould you get a yearly flu vaccine if you worked with kidselderly iâ€™m not gonna debate you on this will block anyone spreading antivaxx tropes just food for thought for you"
"Anti_Globalist_","There's something antigenic in Denmark: boosters show negative vaccine efficacy for cases: â€œthose â€˜vaccinatedâ€™ and boosted have between a 26% and a 75% greater chance than the â€˜unvaccinatedâ€™ of contracting omicronâ€. https://t.co/vBcNVWZxm0","there something antigenic in denmark boosters show negative vaccine efficacy for cases â€œthose â€˜vaccinatedâ€™ and boosted have between a  and a  greater chance than the â€˜unvaccinatedâ€™ of contracting omicronâ€ "
"wintertenshii","@sinnergloss literally anti vax and anti mask when the t/annies has been insisting A LOT to get the vaccine and always wear a mask for our safety (and their too)"," literally anti vax and anti mask when the tannies has been insisting a lot to get the vaccine and always wear a mask for our safety and their too"
"qwirl2","@Trimixdiver3 What I am being told is the vaccine is not bullet proof.  I could still get covid.

But if I do get covid I am MUCH less likely to need a hospital or die because I  am vaccinated.

Only the anti-vaxxers are lying."," what i am being told is the vaccine is not bullet proof  i could still get covidbut if i do get covid i am much less likely to need a hospital or die because i  am vaccinatedonly the antivaxxers are lying"
"NEWSONE14898745","#PiersCorbyn #Arrested over video calling for people to 'burn down the offices of #MPS
The anti-vaccine campaigner, who is the brother of the former Labour leader #JeremyCorbyn was held after addressing a crowd in London. https://t.co/xZeBByG2nZ","pierscorbyn arrested over video calling for people to burn down the offices of mpsthe antivaccine campaigner who is the brother of the former labour leader jeremycorbyn was held after addressing a crowd in london "
"terror_alarm","<U+0001F6A8><U+0001F6B7><U+0001F6A8> Anti-vaccination #bioterrorists who have been complaining that vaccine mandates will lead to #segregation â€” have now ironically began designating themselves as a special class of 'Pure Blood' humans, in effect segregating themselves. https://t.co/B92pMgz6gk","ufaufbufa antivaccination bioterrorists who have been complaining that vaccine mandates will lead to segregation â€” have now ironically began designating themselves as a special class of pure blood humans in effect segregating themselves "
"UniversalEugene","@SladeWentworth @HeyTracyFacey I've given up on anti-masking/vaccine people. The choice is out there, let the chips fall where they may.","  ive given up on antimaskingvaccine people the choice is out there let the chips fall where they may"
"luminoustico","@mnemehoshiko My sister (who volunteers as a vaccine steward) told me about meeting an unvaccinated woman who, up until recently, had been in an abusive relationship with an anti-vaxxer, and heâ€™d banned her from getting jabbed. So Iâ€™m imagining that woman reading that statement."," my sister who volunteers as a vaccine steward told me about meeting an unvaccinated woman who up until recently had been in an abusive relationship with an antivaxxer and heâ€™d banned her from getting jabbed so iâ€™m imagining that woman reading that statement"
"JuBuCuCu","@laurenboebert 1) that's ""President Biden"" to you, like it is to the rest of the world

2) we would have shut this vaccine down if it wasn't for anti-vaxxers like you and all your followers in Congress

3) why didn't you offer the country to pray the virus away?","  that president biden to you like it is to the rest of the world we would have shut this vaccine down if it wasnt for antivaxxers like you and all your followers in congress why didnt you offer the country to pray the virus away"
"mingooland_news","At an anti-vaccine protest near Downing Street on Saturday, failed London mayoral candidate, Piers Corbyn, plummeted to a new low by appearing to call on the crowd to burn down the offices of those MPs who voted for the latest round of Covid regulations.

https://t.co/8h5RCbBCRz https://t.co/kDkpmWyFTI","at an antivaccine protest near downing street on saturday failed london mayoral candidate piers corbyn plummeted to a new low by appearing to call on the crowd to burn down the offices of those mps who voted for the latest round of covid regulations "
"OZAnswers","@mtgreenee Weâ€™ll just revise this article. 

Find: Marcus Lamb
Replace: Marjorie Taylor Green

https://t.co/cFkM8cQNrI"," weâ€™ll just revise this article find marcus lambreplace marjorie taylor green"
"Veeteejay1","@one_lavi @janespeysdogs @SandroDemaio Herd immunity via vaccine is the purpose of the current vaccines. 
Reducing deaths and serious illness is. 
Time will tell: new variants vs better vaccines.
The rest? 
Let me guess.. 
""focussed protection, restrictions' = over 60/vulnerable locked up.
Anti viral = horse paste.","   herd immunity via vaccine is the purpose of the current vaccines reducing deaths and serious illness is time will tell new variants vs better vaccinesthe rest let me guess focussed protection restrictions  over vulnerable locked upanti viral  horse paste"
"Lily_PolisStan","Guy who is anti-vaccine because needles hurt","guy who is antivaccine because needles hurt"
"TECI_vs_FIRE","@alexmeshkin Stop your anti-vaccine bull crap. The vaccines are very good at reducing infection. 60%-95% pre-omicron. And with 3-doses, similar for omicron."," stop your antivaccine bull crap the vaccines are very good at reducing infection  preomicron and with doses similar for omicron"
"netpoette","@dipasqualew @MPrepuce @DjtTyler @sheffbiz People need to stop lumping others together. Those who choose not to take a Covid vaccine are not necessarily anti-mask and people have different reasons for declining Covid vaccination. Everyone has the right to choose to decline medical intervention.","    people need to stop lumping others together those who choose not to take a covid vaccine are not necessarily antimask and people have different reasons for declining covid vaccination everyone has the right to choose to decline medical intervention"
"Shesochanel","The mask anti mask and vaccine anti vaccine conversation is so tired .","the mask anti mask and vaccine anti vaccine conversation is so tired "
"edjenx","@asajoseph For most, it appears to be all or nothing. I'm pro-vax &amp; pro initial lockdowns, but anti-vaccine passport. As with many things in modern discourse, there appears to be no room for nuance in this debate."," for most it appears to be all or nothing im provax  pro initial lockdowns but antivaccine passport as with many things in modern discourse there appears to be no room for nuance in this debate"
"jqquah","LOL at anti-vaxxers.

Marjorie Taylor Greene owns stock in 3 vaccine manufacturers https://t.co/6ePFEuifOj","lol at antivaxxersmarjorie taylor greene owns stock in  vaccine manufacturers "
"RaeAnnEmerySAG","@Olivianuzzi We are done playing footsies with the anti vaccine and anti mask people who continue to endanger all of us."," we are done playing footsies with the anti vaccine and anti mask people who continue to endanger all of us"
"veniteo","@ChrysophylaxD @BustTheNotes @LeftwardSwing @PatTheBerner Which is why I don't begrudge anyone their opinion on the subject, and hope that people are able to extend the same respect to me. I didn't come here to call people morons for supporting vaccine mandates, though as an anti-statist, i very well could.","    which is why i dont begrudge anyone their opinion on the subject and hope that people are able to extend the same respect to me i didnt come here to call people morons for supporting vaccine mandates though as an antistatist i very well could"
"SpeakingasI","@unhealthytruth @carlosmarin_ Covid misinformation. Vaccine status has not been confirmed and your fake report is as fake as you.  Joke profile with story after story of anti vax ghoulish information.  Oh and shy part of vaccines are not 100% effective do you not get grifter!","  covid misinformation vaccine status has not been confirmed and your fake report is as fake as you  joke profile with story after story of anti vax ghoulish information  oh and shy part of vaccines are not  effective do you not get grifter"
"shaunaylott3","@EndGameWW3 anti vaxxer alert one death from a vaccine that has saved millions"," anti vaxxer alert one death from a vaccine that has saved millions"
"TheMagicConCh19","Like the admin has honestly taken it pretty easy on anti-vaxxers esp given that they're a clear minority (over 70% of eligible ppl in America are in the vaccine pipeline). 

And speaking candidly, I just don't have the bandwidth to care too much about a singular WH statement.","like the admin has honestly taken it pretty easy on antivaxxers esp given that theyre a clear minority over  of eligible ppl in america are in the vaccine pipeline and speaking candidly i just dont have the bandwidth to care too much about a singular wh statement"
"OsherryH","WATCH: Profanity-spewing anti-vaxxer denied service at Trump Grill for not showing vaccine card https://t.co/HOntqSRuzI #SmartNews","watch profanityspewing antivaxxer denied service at trump grill for not showing vaccine card  smartnews"
"KaluWalaha","@king_danyul @abcnews Anyone who has more than two brain cells should not get vaccine advice from anti-vaxers on Twitter.
https://t.co/Q8AMHTkOMM","  anyone who has more than two brain cells should not get vaccine advice from antivaxers on twitter"
"TheRealRhllor","@aceofcase1 @Conspiracy666 Using Iowa as an example our governor actively spreads anti-mask info, has prevented school mandates, while visitors to the Governors mansion had to mask. GOP officials here spread anti-vaccine conspiracy theories and threaten hcws. They fight anything to slow COVID.","  using iowa as an example our governor actively spreads antimask info has prevented school mandates while visitors to the governors mansion had to mask gop officials here spread antivaccine conspiracy theories and threaten hcws they fight anything to slow covid"
"thejanejanie","Just occurred to me, all these anti vaxxers citing football players having supposed vaccine induced injuries conveniently midgame. For how many years now have we seen footballers milking an injury to delay play, rolling around on the floor like their shin has just been shattered?","just occurred to me all these anti vaxxers citing football players having supposed vaccine induced injuries conveniently midgame for how many years now have we seen footballers milking an injury to delay play rolling around on the floor like their shin has just been shattered"
"nvemb3r","@JoshuaPotash You've removed a lot of context in your quote. They're spelling out the realities of what will happen, and what folks can do about it.

They have to spell it out like this because we have a anti-vaccine constituency that makes decisions that predictably results in these deaths. https://t.co/fnpI35uPNl"," youve removed a lot of context in your quote theyre spelling out the realities of what will happen and what folks can do about itthey have to spell it out like this because we have a antivaccine constituency that makes decisions that predictably results in these deaths "
"JamesRuport","@luisvelazmino @Ser_Paperhand @IOHK_Charles Apparently the new definition of anti vax is any negative sentiment of any vaccine rulesâ€¦","   apparently the new definition of anti vax is any negative sentiment of any vaccine rulesâ€"
"IceManNYR","The @GOP could be urging people to get vaccinated instead of lying. 

Democrats were never anti-vaccines.  Some said they would not trust what Trump and his Administration said due to their history of lies about the coronavirus.

Republicans are still fueling vaccine hesitancy. https://t.co/gIY8mFQK0T","the  could be urging people to get vaccinated instead of lying democrats were never antivaccines  some said they would not trust what trump and his administration said due to their history of lies about the coronavirusrepublicans are still fueling vaccine hesitancy "
"leesy04023889","@Soxthewavingcat These anti vaxers are taking up 9/10 hospital beds. The chap that died with omricon hadnt had vaccine and late 70s.
No way will i adhere to measures due to these lot"," these anti vaxers are taking up  hospital beds the chap that died with omricon hadnt had vaccine and late sno way will i adhere to measures due to these lot"
"ProudOldSoldier","@JohannaSzabo1 @AlbertPrins8 @TheOthe87166293 @Trixie_Boo Whoâ€™s anti vaccine? <U+0001F914>","    whoâ€™s anti vaccine uf"
"MASH4real","@ArmstrongDrew I'm tired of you people's anti-choice narrative your pushing with this vaccine. https://t.co/kXZeAUal8X"," im tired of you people antichoice narrative your pushing with this vaccine "
"SirFoxFur","@MyBigRedTruck Thatâ€™s not allâ€” his buddy, anti-vaccine, anti-mask â€œTrump Prophetâ€ Mark Taylor, who Paul has hosted numerous times on his YouTube channel wonâ€™t even mention that Paul is sick to ask for prayers. Mark did Chris Macdonald the same way when Chris caught it an almost died"," thatâ€™s not allâ€” his buddy antivaccine antimask â€œtrump prophetâ€ mark taylor who paul has hosted numerous times on his youtube channel wonâ€™t even mention that paul is sick to ask for prayers mark did chris macdonald the same way when chris caught it an almost died"
"MrTrevorGCreed1","Watch ""London: Clashes erupt between police &amp; protesters at an Anti-Vaccine demonstration | English News"" on YouTube https://t.co/TA8s1NRO8b","watch london clashes erupt between police  protesters at an antivaccine demonstration  english news on youtube "
